,url,description,gpt3_description
4105,https://www.nytimes.com/2019/09/10/books/review/hitlers-last-hostages-mary-m-lane.html,"Mary M. Lane’s “Hitler’s Last Hostages” reports on an art collection, including work by Picasso, Matisse and Degas, that the Nazis had seized from their victims.",The book tells the story of the last days of World War II through the eyes of a group of German hostages held by the Allies. Mary M. Lane weaves together their stories with insights from her own family's history.
4106,https://www.aljazeera.com/news/2019/09/eritrea-tops-cpj-list-worst-countries-press-censorship-190910052356285.html,Media watchdog says 'authoritarian nations double down' on censorship by using extreme measures to silence journalists.,"Media watchdog, the Committee to Protect Journalists (CPJ), has released its annual list of the world's worst countries for press censorship. Eritrea, North Korea, and Turkmenistan top the list."
4107,https://markets.businessinsider.com/commodities/news/oil-price-falls-after-trump-fires-bolton-national-security-adviser-2019-9-1028514072,Oil prices fell on Tuesday after President Trump fired National Security Adviser John Bolton. Oil futures traded as much as 1% lower to $57.30 a barrel after Trump announced Bolton's departure on Twitter. Bolton's exit likely eased traders' worries that the U…,"Oil prices fell after Trump fired Bolton, his national security adviser. The move could signal a shift in Trump's approach to the oil market and Middle East policy."
4108,https://www.cnn.com/2019/09/10/politics/health-insurance-uninsured-rate/index.html,"The share of uninsured Americans rose for the first time in nearly a decade, the Census Bureau reported Tuesday.","The share of Americans without health insurance has increased for the first time since Obama's Affordable Care Act, according to a new report from the Census Bureau. The report found that the number of people without health insurance rose by about 1.9 million in 2018."
4109,https://abcnews.go.com/International/wireStory/brazil-presidents-son-questions-democracy-65515734,One of the sons of Brazilian President Jair Bolsonaro has caused an uproar with a tweet saying democracy is slowing development in Latin America's biggest country,"One of Brazil's presidential candidates has a son who is publicly questioning the country's democracy. The son, who is also a candidate for public office, says that democracy is not working for Brazil."
4110,https://www.irishtimes.com/culture/books/and-the-winner-of-this-year-s-francis-macmanus-competition-is-1.4013965,"RTÉ announces short-story contest winners, all of which will be broadcast on Radio 1","RTÉ announces the winner of this year's Francis Macmanus Competition. The winning story, ""The Other Side of the Road"" by Pauline McLynn, is a darkly comic tale of a woman's descent into madness."
4111,https://www.reuters.com/video/2019/09/10/creepy-or-cute-robot-pals-for-you-and-yo?videoId=598622262,Virtual assistants and robot toys are nothing new. But at a Berlin tech expo some companies are trying to push the envelope a bit further.,"Virtual assistants are becoming more and more popular, with people of all ages. They can be a great help around the house, or even just a fun companion."
4112,https://www.irishtimes.com/life-and-style/homes-and-property/british-peer-loses-tenancy-of-20m-kilkenny-mansion-1.4013733,"Former Conservative party treasurer Lord Magan fell into rent arrears of more than €570,000 on Castletown Cox, a 500 acre estate","Former Conservative politician, Lord Charles Williams, has lost the tenancy of his 20 million euro Kilkenny mansion. The mansion, which is owned by the Irish state, was given to Lord Williams in 2013 for a period of 10 years."
4113,http://www.newsweek.com/nra-sues-san-francisco-over-being-labeled-domestic-terrorist-organization-1458409,"The NRA, which includes millions of Americans, says it was targeted and unlawfully ""blacklisted"" by San Francisco.","The NRA has filed a lawsuit against San Francisco for declaring the gun-rights group a ""domestic terrorist organization."" The lawsuit claims the city is violating the NRA's free speech rights and seeks an injunction against the city."
4114,https://www.cbsnews.com/news/equifax-breach-settlement-if-you-want-that-125-or-less-dont-ignore-the-equifax-email/,Consumers who filed to get a cash payment for 2017 data leak must now prove they've enrolled for credit monitoring,"Consumers who were affected by the Equifax data breach may be eligible for a cash settlement. However, they must claim their settlement by January 22, 2020."
4115,https://www.irishtimes.com/news/education/schools-which-fail-to-consult-parents-may-be-named-and-shamed-1.4013754,"Law to set up ‘customer service charter’ may not, however, commence for another two years",Law to force schools to consult with parents on major changes to be put in place. Schools which fail to consult with parents may be named and shamed.
4116,https://www.cbsnews.com/news/north-korea-fires-projectiles-hours-after-offering-to-resume-nuclear-diplomacy-talks-with-us-2019-09-09/,The projectiles reportedly flew across North Korea before landing in the waters off its east coast,The projectiles were fired from the Hodo Peninsula and traveled about 155 miles before landing in the Sea of Japan. It was the first launch since 2017 and came hours after North Korea offered to resume nuclear diplomacy talks with the U.S.
4117,https://abcnews.go.com/US/wireStory/man-charged-stabbing-strangling-girlfriends-dog-65513850,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings. A man in Florida has been charged with animal cruelty after allegedly stabbing and strangling his girlfriend's dog."
4118,https://www.bbc.co.uk/programmes/w172wy0hnn80zq9,The latest five minute news bulletin from BBC World Service.,"The latest episode of the BBC's ""The Food Chain"" podcast features an interview with chef and restaurateur Heston Blumenthal. Blumenthal discusses his approach to food and cooking, and how he has been able to create some of the world's most iconic dishes."
4119,https://www.irishtimes.com/news/crime-and-law/garda%C3%AD-make-first-arrest-over-murder-of-man-in-co-clare-13-years-ago-1.4014074,Aidan Kelly (19) shot up to five times near tvillage of Ardnacrusha on May 10th 2006,Aidan Kelly was arrested in connection with the murder of Kieran McGrath in Clare 13 years ago. This is the first arrest in the case.
4120,https://www.irishtimes.com/sport/golf/former-ryder-cup-star-brian-barnes-dies-aged-74-1.4013948,Nine-time European Tour winner famously beat Jack Nicklaus twice in one day,"Nine-time European Tour winner Brian Barnes has died at the age of 74. Barnes was best known for his two Ryder Cup appearances, where he went undefeated in singles matches."
